Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-May-24,1234.85,1277,1218,1246.45,1244.894456,144414,5313,179780188,26923,18.64,59,11.6
29-May-24,1253.95,1278,1192.95,1212.95,1231.323185,201414,7032,248005728,46705,23.19,85.05,-41
30-May-24,1220,1242.85,1184.65,1189.75,1211.386706,85750,3505,103876410,24621,28.71,58.2,-30.25
31-May-24,1213.1,1222.9,1174.5,1181.8,1196.001789,70417,3199,84218858,17369,24.67,48.4,-31.3
03-Jun-24,1235.55,1250,1186.65,1195.55,1201.875745,154119,8888,185231888,75535,49.01,63.35,-40
04-Jun-24,1201.55,1201.55,999.9,1083.15,1098.813164,172247,11628,189267271,64873,37.66,201.65,-118.4
05-Jun-24,1111.05,1232.1,1056.35,1216,1183.770439,400394,18720,473974581,157042,39.22,175.75,104.95
06-Jun-24,1261,1332.75,1248,1275.65,1296.326659,402937,13649,522337975,126542,31.4,84.75,14.65
07-Jun-24,1289.35,1449.55,1272.7,1402.8,1387.432408,688732,21478,955569097,178116,25.86,176.85,113.45
10-Jun-24,1463.95,1533,1379.45,1401.25,1444.614871,768931,30613,1110809157,215709,28.05,153.55,-62.7
11-Jun-24,1401.3,1420,1350.2,1364.7,1371.656973,580729,22542,796560982,158687,27.33,69.8,-36.6
12-Jun-24,1370.9,1392,1337.4,1342.8,1362.753997,124958,5671,170287014,40681,32.56,54.6,-28.1
13-Jun-24,1355,1364.3,1335.05,1339.8,1347.579083,167893,9241,226249095,70489,41.98,29.25,-15.2
14-Jun-24,1343.25,1357,1320.35,1341.6,1339.02719,60831,3734,81454363,18959,31.17,36.65,-1.65
18-Jun-24,1339.15,1417,1339.15,1372,1385.295087,354804,16271,491508238,131644,37.1,77.85,32.85
19-Jun-24,1380.1,1418.4,1353.9,1398.25,1395.912187,323802,16906,451999158,137848,42.57,64.5,18.15
20-Jun-24,1408.6,1432.65,1382.1,1400.4,1413.611366,82422,4113,116512676,19390,23.53,50.55,-8.2
21-Jun-24,1423.95,1465.5,1401.1,1408.5,1425.050157,117372,5439,167260987,35112,29.92,64.4,-15.45
24-Jun-24,1419.35,1419.35,1372.65,1379.35,1392.406319,52417,3103,72985762,19553,37.3,46.7,-40
25-Jun-24,1460,1655.2,1460,1647,1609.258278,1031645,36910,1660183256,225297,21.84,195.2,187
26-Jun-24,1662.85,1774.9,1654.2,1667.75,1698.253764,983646,42934,1670480522,192082,19.53,120.7,4.9
27-Jun-24,1668,1673.65,1583.8,1603.85,1617.612328,167531,10691,271000211,60444,36.08,89.85,-64.15
28-Jun-24,1618.75,1716,1581.1,1662.6,1652.382256,248331,12833,410337738,45568,18.35,134.9,43.85
01-Jul-24,1664.65,1730,1621.7,1713.35,1681.667721,173180,10469,291231216,38911,22.47,108.3,48.7
02-Jul-24,1719.4,1727,1672.5,1681.05,1693.115134,80298,5143,135953759,32292,40.22,54.5,-38.35
03-Jul-24,1692.05,1717,1661.3,1701.9,1691.303566,167914,14526,283993547,91895,54.73,55.7,9.85
04-Jul-24,1703,1713.55,1685.3,1688.65,1695.282835,43064,2907,73005660,15769,36.62,28.25,-14.35
05-Jul-24,1689,1704.95,1676.65,1693.8,1688.406477,106289,9984,179459036,66168,62.25,28.3,4.8
08-Jul-24,1704.9,1745.05,1655.9,1683.25,1698.739893,54589,3818,92732512,16800,30.78,89.15,-21.65
09-Jul-24,1699.35,1700.95,1652,1670.7,1673.025305,52005,5027,87005681,17975,34.56,48.95,-28.65
10-Jul-24,1671.3,1688.4,1585.05,1683.7,1641.097817,198963,17838,326517745,76514,38.46,103.35,12.4
11-Jul-24,1683.7,1690,1640.05,1650.15,1657.231346,37204,3064,61655635,19138,51.44,49.95,-33.55
12-Jul-24,1651.75,1658.2,1610,1615.75,1624.675077,35790,3017,58147121,17897,50.01,48.2,-36
15-Jul-24,1625.45,1641.65,1591.95,1597.65,1601.408527,31381,2786,50253801,14922,47.55,49.7,-27.8
16-Jul-24,1604.85,1608,1560,1570.45,1583.191107,27550,3049,43616915,15935,57.84,48,-34.4
