Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
11-Nov-20,57.65,58.5,56.7,57.3,57.51118372,3384875,4857,194668168,1681674,49.68,1.8,-0.35
12-Nov-20,57.25,57.5,55.3,55.5,56.0931873,2082301,4011,116802900,1206337,57.93,2.2,-1.75
13-Nov-20,55.25,55.75,54.6,55.25,55.10321064,1564984,1755,86235643,776230,49.6,1.15,0
14-Nov-20,55.8,56.25,55.65,56,55.91132799,131868,698,7372915,72472,54.96,0.6,0.2
17-Nov-20,56,58.15,55.95,57.65,57.1196098,2145376,5520,122543040,796513,37.13,2.2,1.65
18-Nov-20,57.9,61.2,57.8,60.65,59.82548392,3896896,10345,233133689,1867154,47.91,3.4,2.75
19-Nov-20,60.55,61.45,58.8,59.2,60.06564532,2028172,6264,121823460,628756,31,2.65,-1.35
20-Nov-20,59.3,59.85,56.7,58.1,58.42712619,1831138,5021,106988131,447058,24.41,3.15,-1.2
23-Nov-20,58.55,59.7,57.85,58.85,58.69266037,1671148,4017,98084122,461442,27.61,1.85,0.3
24-Nov-20,59.65,60.15,58.4,59.95,59.31121504,1449313,4444,85960515,442306,30.52,1.75,0.3
25-Nov-20,60.55,63.85,60.3,61.5,62.17527226,6240012,16446,387974445,2628671,42.13,3.55,0.95
26-Nov-20,62.2,62.7,61.15,62.35,61.89390449,2647605,6389,163870611,1208897,45.66,1.55,0.15
27-Nov-20,63.35,65.25,62.4,64.95,63.84288065,2014074,5747,128584286,484783,24.07,2.85,1.6
01-Dec-20,65.45,69.35,65,68.75,67.53553257,3942270,14555,266243304,1520835,38.58,4.35,3.3
02-Dec-20,69.15,69.7,66.75,67.95,68.14761554,3092398,5389,210739550,526514,17.03,2.95,-1.2
03-Dec-20,68.5,69.65,67.6,69.2,68.56278416,2601564,9597,178370471,898462,34.54,2.05,0.7
04-Dec-20,71.5,73.6,69.4,71.65,71.80270678,4811985,13856,345513548,1092958,22.71,4.2,0.15
07-Dec-20,72.9,73.35,71.2,71.6,72.26340937,3134581,11380,226515510,986965,31.49,2.15,-1.3
08-Dec-20,73.2,73.2,70.25,72.05,71.57860615,2918455,5668,208898941,563666,19.31,2.95,-1.15
09-Dec-20,72.9,75,71.95,73.15,73.44374183,6022387,15372,442306636,1948893,32.36,3.05,0.25
10-Dec-20,72.7,73.45,71,72.6,72.17980299,3001118,9034,216620106,556698,18.55,2.45,-0.1
11-Dec-20,73.45,74.1,72.2,72.8,73.18981436,2306227,3988,168792326,431044,18.69,1.9,-0.65
14-Dec-20,73.2,74.1,72.85,73.45,73.30905928,1448570,2636,106193304,452341,31.23,1.25,0.25
15-Dec-20,73.45,75.4,72.55,75.15,73.89952732,2968170,8550,219346360,1228935,41.4,2.85,1.7
16-Dec-20,75.45,76.5,74.65,76.15,75.78323231,2098929,3914,159063624,491547,23.42,1.85,0.7
17-Dec-20,76.45,76.7,74.7,75.2,75.98589174,1841616,2893,139936834,425015,23.08,2,-1.25
18-Dec-20,75.25,76.45,73.6,76.15,75.12191438,2553825,6922,191848223,804197,31.49,2.85,0.9
21-Dec-20,76,76,66.4,69.1,71.44166084,4876853,20547,348410478,1172652,24.05,9.6,-6.9
22-Dec-20,68,71.9,66.7,71.6,69.55390647,3625177,16166,252145222,1051616,29.01,5.2,3.6
23-Dec-20,73,74.4,71.55,74.15,73.21484269,980685,4395,71800698,412954,42.11,2.85,1.15
24-Dec-20,74.55,75.6,74.25,74.4,74.92219312,1724025,7116,129167734,656559,38.08,1.35,-0.15
28-Dec-20,75.45,77.95,75.2,77.2,76.76852415,1532648,5149,117659125,392733,25.62,2.75,1.75
29-Dec-20,78,79,76.25,76.55,77.41041013,2133249,9399,165135680,668043,31.32,2.75,-1.45
30-Dec-20,77.2,77.2,75.25,75.75,75.82324014,1291894,6394,97955589,375058,29.03,1.95,-1.45
31-Dec-20,75.6,76.45,75.35,75.65,75.79213593,702868,2729,53271867,129002,18.35,1.1,0.05
01-Jan-21,75.9,77.7,75.8,77.35,76.80427056,1672380,6164,128445926,684013,40.9,1.9,1.45
04-Jan-21,77.6,79.6,77.6,79.25,78.75617679,2314513,9017,182282195,1042482,45.04,2,1.65
05-Jan-21,77.6,82.2,77.6,81.15,79.99305701,4762932,12963,381001491,1110249,23.31,4.6,3.55
06-Jan-21,82.45,83.45,80.8,82.45,82.38210304,3382093,11924,278623934,804256,23.78,2.65,0
07-Jan-21,83.1,83.6,81.5,81.85,82.37597005,2718025,10313,223899946,662616,24.38,2.1,-1.25
08-Jan-21,84.5,84.6,82.65,83.05,83.37480403,2370260,5717,197619963,543363,22.92,1.95,-1.45
11-Jan-21,83.3,84.1,82.15,83.3,83.11493304,2169846,9347,180346605,797941,36.77,1.95,0
12-Jan-21,83.3,87.3,82.7,86.05,85.65836175,3841139,15847,329025674,1228983,32,4.6,2.75
13-Jan-21,87.2,87.7,83.8,85.85,85.95450246,3606986,14819,310036687,889199,24.65,3.9,-1.35
14-Jan-21,85.85,87.1,84.95,85.95,85.98455781,1718344,7541,147751049,516170,30.04,2.15,0.1
15-Jan-21,86.4,87.95,84.35,85.5,86.47184788,3137579,13120,271312254,784366,25,3.6,-0.9
18-Jan-21,85.45,85.75,81,82.15,82.74945632,2063732,6253,170772701,363220,17.6,4.75,-3.3
19-Jan-21,83,85.7,82.55,85.45,84.33041635,2707593,9427,228332445,903296,33.36,3.15,2.45
20-Jan-21,85.8,86.45,84.15,84.75,85.04525985,1710788,7864,145494410,606275,35.44,2.3,-1.05
21-Jan-21,85.45,85.7,82.3,82.95,84.05121911,1072998,3678,90186790,297305,27.71,3.4,-2.5
22-Jan-21,83,83,77.95,79.35,79.87278843,2362521,7964,188701140,449674,19.03,5.05,-3.65
25-Jan-21,84.9,84.9,78,79.2,79.92292618,2619411,9604,209350992,468988,17.9,6.9,-5.7
27-Jan-21,80.7,80.7,75.65,75.95,77.27098157,1603467,6614,123901469,465225,29.01,5.05,-4.75
28-Jan-21,75.4,77.85,74.5,77.2,76.55388421,3071837,6518,235161054,306358,9.97,3.35,1.8
29-Jan-21,78.3,78.8,74.9,75.4,76.68715334,2622860,12835,201139667,604806,23.06,3.9,-2.9
01-Feb-21,76.9,81.15,74.5,79.85,76.68135568,2544260,6904,195097306,405484,15.94,6.65,2.95
02-Feb-21,82.4,84.1,79.7,83.6,81.7362611,2404196,8287,196509992,447254,18.6,4.4,1.2
03-Feb-21,84.05,85.45,82.2,84.2,84.2297235,4255011,17039,358398400,1247547,29.32,3.25,0.15
04-Feb-21,85.2,90.6,84.55,89.65,88.37661312,5313859,17409,469620861,905613,17.04,6.05,4.45
05-Feb-21,91,91.5,85,87.4,87.80589151,7665636,36614,673088003,1977996,25.8,6.5,-3.6
08-Feb-21,87.6,91.65,87.6,90,90.08059808,3650025,9759,328796435,630879,17.28,4.05,2.4
09-Feb-21,90.05,90.35,86.4,87.15,88.12935876,1736875,6691,153069680,520327,29.96,3.95,-2.9
10-Feb-21,88.25,89.95,86.45,88.2,87.90818789,2502611,6848,219999998,364736,14.57,3.5,-0.05
11-Feb-21,88.5,89.25,87.5,87.75,88.07878883,1834067,8603,161542400,529880,28.89,1.75,-0.75
12-Feb-21,87.8,88.4,86.05,87.3,87.27863208,1018307,3388,88876442,223036,21.9,2.35,-0.5
15-Feb-21,88.2,88.9,86.35,86.65,87.5104928,1364364,5467,119396166,287641,21.08,2.55,-1.55
16-Feb-21,87.4,91,86.65,90.25,88.57617215,2508082,6974,222156303,518876,20.69,4.35,2.85
17-Feb-21,90.55,92.45,89.9,91.1,91.00853813,3605240,10123,328107622,522441,14.49,2.55,0.55
18-Feb-21,92,94.05,90.3,93.1,91.98091338,2424159,7030,222976359,369063,15.22,3.75,1.1
19-Feb-21,93.15,94.85,89.4,91.15,91.6646636,10151087,13407,930495975,988461,9.74,5.45,-2
22-Feb-21,91,92.5,89,90,90.67500659,3657308,18651,331626427,1118061,30.57,3.5,-1
23-Feb-21,90.05,93.3,89.8,92,91.61877121,3443604,7781,315498767,533214,15.48,3.5,1.95
24-Feb-21,92.9,94.5,89.1,93.9,92.78167236,5910232,20536,548361209,2505669,42.4,5.4,1
25-Feb-21,94.7,97.6,94.45,96.05,96.19178928,6679096,16300,642474195,1561336,23.38,3.15,1.35
26-Feb-21,95,96.45,93,95.1,94.79927616,6827744,22338,647265189,2698685,39.53,3.45,0.1
01-Mar-21,97,99.55,95.65,97.8,97.53534839,4133060,11742,403119447,497069,12.03,3.9,0.8
02-Mar-21,100.45,100.8,98,100.4,99.44749697,3783572,11407,376266765,651463,17.22,2.8,-0.05
03-Mar-21,104.75,105.5,102.5,105.25,104.0887477,6809879,33606,708831777,1805263,26.51,3,0.5
04-Mar-21,104.6,114,102.8,109.35,109.5548506,9239193,29952,1012198409,1408650,15.25,11.2,4.75
05-Mar-21,111,111,104,107.3,107.3605508,7715904,39194,828383703,1681333,21.79,7,-3.7
08-Mar-21,109,111.9,108.25,109.05,109.909939,3397852,13711,373457706,657193,19.34,3.65,0.05
09-Mar-21,110.2,110.7,104.7,107.05,107.0321122,7014816,24721,750810573,1151666,16.42,6,-3.15
10-Mar-21,109,109.3,105.85,107.4,107.2651104,3718024,17015,398814255,734844,19.76,3.45,-1.6
12-Mar-21,108.7,114.45,107,113.25,112.2800258,14264013,58623,1601563747,4153741,29.12,7.45,4.55
15-Mar-21,114.95,114.95,108,111.55,110.6427825,7180052,23213,794420932,1326853,18.48,6.95,-3.4
16-Mar-21,112.15,112.4,109.15,109.65,110.4019616,4329946,20509,478034532,782335,18.07,3.25,-2.5
17-Mar-21,109.85,110.55,102.5,103.4,106.6735369,3127373,13726,333607939,699762,22.38,8.05,-6.45
18-Mar-21,105,106.55,96,100.5,101.9378209,10610248,51172,1081585560,1916094,18.06,10.55,-4.5
19-Mar-21,100.3,104.75,96.3,104.2,100.5892831,6388456,20905,642610209,695139,10.88,8.45,3.9
22-Mar-21,105.25,106.5,103.8,104.75,105.2525848,6602868,27796,694968924,1411590,21.38,2.7,-0.5
23-Mar-21,105,106,104,104.35,105.0204635,2786915,7911,292683105,413204,14.83,2,-0.65
24-Mar-21,103.3,105.65,100.8,101.25,103.2869457,3384961,9869,349622283,586202,17.32,4.85,-2.05
25-Mar-21,101.4,102.25,96.55,98.6,98.85735765,4314483,16688,426518389,809010,18.75,5.7,-2.8
26-Mar-21,100.55,104.3,100.1,103.45,102.2278271,4427665,12217,452630572,599537,13.54,4.2,2.9
30-Mar-21,105.4,105.45,102.8,103.5,103.8757218,2625657,7700,272742016,467108,17.79,2.65,-1.9
31-Mar-21,103.5,105.8,102.8,103.2,104.3520606,2071493,7975,216164563,319856,15.44,3,-0.3
01-Apr-21,104.2,105.5,103.45,105.05,104.5608576,1927846,5346,201577231,271485,14.08,2.05,0.85
05-Apr-21,105.3,105.5,100.5,103.35,102.9487557,3158517,10253,325165395,476179,15.08,5,-1.95
06-Apr-21,103.6,107.25,102.35,104.65,105.0223679,3336166,9318,350372053,362535,10.87,4.9,1.05
07-Apr-21,104.1,105.6,101.75,104.1,104.6973967,1889305,6780,197805315,345095,18.27,3.85,0
08-Apr-21,105,106.7,104.2,104.9,105.5502744,2071623,6064,218660376,300546,14.51,2.5,-0.1
09-Apr-21,105.65,106.15,103.05,104.05,104.6171296,1901006,6674,198877791,283284,14.9,3.1,-1.6
12-Apr-21,101.4,101.4,89.95,92.2,94.28648347,7940870,30715,748716708,1909067,24.04,11.45,-9.2
13-Apr-21,92.75,96.3,91.6,95.8,94.46216824,5018997,14943,474105339,616631,12.29,4.7,3.05
15-Apr-21,95,96.7,93.3,94.05,94.44957987,2257630,8094,213232205,365296,16.18,3.4,-0.95
16-Apr-21,95.2,97.95,94.05,97.15,96.43708539,2387053,8087,230200434,392718,16.45,3.9,1.95
19-Apr-21,93.3,94.95,91.8,93.55,93.7139957,2443729,8826,229011609,360491,14.75,3.15,0.25
20-Apr-21,95.6,96,92.3,93.5,94.29755774,1805542,6309,170258201,339194,18.79,3.7,-2.1
22-Apr-21,93.3,94.95,92.55,94.3,94.03092531,1467245,5512,137966405,213605,14.56,2.4,1
23-Apr-21,94.2,96.85,93.4,95.65,95.623568,3738662,14516,357504200,1083378,28.98,3.45,1.45
26-Apr-21,95.75,97.05,95.5,96.3,96.23380463,1235955,4822,118940652,212213,17.17,1.55,0.55
27-Apr-21,97.45,98.55,96.6,98,97.56652047,1285251,4668,125397468,200561,15.6,1.95,0.55
28-Apr-21,98.9,99.1,97.7,98,98.3881291,1476720,5693,145291718,319739,21.65,1.4,-0.9
29-Apr-21,98.9,100.2,97.45,97.7,98.60241008,3606525,16428,355612057,905058,25.1,2.75,-1.2
30-Apr-21,97,101.4,96.15,98.85,99.60080447,4388724,20489,437120441,1436196,32.72,5.25,1.85
03-May-21,98.75,100.35,96.3,99.85,98.43847104,2283120,8698,224746842,280762,12.3,4.05,1.1
04-May-21,100.85,103.35,100,100.95,101.9358774,4925987,22620,502134807,1603608,32.55,3.35,0.1
05-May-21,102.85,102.9,100.3,102,101.558067,1533934,5380,155783372,207296,13.51,2.6,-0.85
06-May-21,102.9,104.6,101.6,102.9,103.0254762,2070206,7205,213283959,344916,16.66,3,0
07-May-21,104,104,102.2,102.65,102.8576986,2518049,13439,259000725,835298,33.17,1.8,-1.35
10-May-21,104,110.7,103.35,110,107.0370295,4438270,17524,475059237,862761,19.44,7.35,6
11-May-21,109.25,111.15,107.1,109.25,109.5087977,6184944,29139,677305781,1802727,29.15,4.05,0
12-May-21,110.75,110.75,105.15,106.55,107.3135692,4129934,12598,443197958,616082,14.92,5.6,-4.2
14-May-21,106.55,107.95,101.05,101.45,102.7393204,5209943,18173,535266003,972084,18.66,6.9,-5.1
17-May-21,102.8,104.25,101.7,103.4,102.7723349,2573223,11714,264456136,376052,14.61,2.55,0.6
18-May-21,104.7,107.35,104.7,105.35,105.7869912,2119058,8795,224168770,275697,13.01,2.65,0.65
19-May-21,105.55,107,104,104.25,105.5013368,1560396,6962,164623864,262782,16.84,3,-1.3
20-May-21,105,105.45,102.45,102.9,103.4036333,1091456,5362,112860516,220084,20.16,3,-2.1
21-May-21,104.4,106,103.35,104.9,105.0119318,1391913,6241,146167473,226557,16.28,2.65,0.5
24-May-21,105.85,107.95,104.6,107.35,106.5200417,2062850,8008,219734868,377098,18.28,3.35,1.5
25-May-21,108.2,109.3,106.7,107.4,108.1377614,3406483,18202,368369446,1190430,34.95,2.6,-0.8
26-May-21,108.5,108.5,105.8,106.1,106.9495795,1422357,6523,152120483,257511,18.1,2.7,-2.4
27-May-21,106.65,106.95,104.95,106.25,105.9157334,1426769,6037,151117285,224244,15.72,2,-0.4
28-May-21,107.4,107.5,105.1,105.35,105.9904279,1122216,7222,118944154,281856,25.12,2.4,-2.05
31-May-21,104.3,106.95,103.85,106.4,105.8006512,1552525,7324,164258156,218242,14.06,3.1,2.1
01-Jun-21,106.7,106.7,103.7,104.75,104.7840357,1399500,6632,146645258,328990,23.51,3,-1.95
02-Jun-21,104.6,108.35,104.45,108.05,107.0154915,3340283,19342,357462027,1965978,58.86,3.9,3.45
03-Jun-21,110.25,110.5,107.9,108.55,109.056292,2544961,13588,277544010,666393,26.18,2.6,-1.7
04-Jun-21,109.85,109.85,106.95,108.1,107.9975347,1383215,6971,149383810,295176,21.34,2.9,-1.75
07-Jun-21,109.35,115,108.35,113.3,113.2323601,6193215,25122,701272351,1106525,17.87,6.65,3.95
08-Jun-21,114.6,119.2,114,117,117.1468072,6853879,32981,802910042,1496978,21.84,5.2,2.4
09-Jun-21,121.4,132.5,119,124.65,125.9499319,26133050,108605,3291455867,3653726,13.98,13.5,3.25
10-Jun-21,128.8,130.35,125,127.6,127.6072104,13005185,70160,1659555378,2749072,21.14,5.35,-1.2
11-Jun-21,129.7,129.7,124.3,125.65,126.285272,7180006,46627,906729011,2228027,31.03,5.4,-4.05
14-Jun-21,126.85,126.85,116.6,123.45,121.5813501,5952903,31491,723761984,1057611,17.77,10.25,-3.4
15-Jun-21,124.9,125.65,121.75,122.1,123.2458369,4128810,33607,508858644,1268252,30.72,3.9,-2.8
16-Jun-21,122.15,127.9,120.2,125.95,124.0650651,5653016,22748,701341798,643681,11.39,7.7,3.8
17-Jun-21,124,126.85,122.2,123.9,124.6419869,8595209,36303,1071323928,1618257,18.83,4.65,-0.1
18-Jun-21,124.1,124.75,117,121.4,120.6373216,4683428,22220,564996210,743040,15.87,7.75,-2.7
21-Jun-21,118.5,124,118,123.25,121.7320593,4185631,17363,509525481,594095,14.19,6,4.75
22-Jun-21,124.1,125.1,120.05,121.4,123.1149935,3258281,17212,401143244,750077,23.02,5.05,-2.7
23-Jun-21,122.25,123.2,120.55,120.8,122.0515551,2091647,9989,255288769,339896,16.25,2.65,-1.45
24-Jun-21,121,121.45,118.25,118.9,119.6870619,2921894,24364,349712908,780263,26.7,3.2,-2.1
25-Jun-21,119.6,122.5,119.6,121.1,121.4560977,4488266,20423,545127274,1167144,26,2.9,1.5
28-Jun-21,122.2,123.5,120.85,122.65,122.2769691,1973231,9323,241280706,304542,15.43,2.65,0.45
29-Jun-21,123,124.65,121.75,122.8,123.3006032,3899044,20884,480754477,1140121,29.24,2.9,-0.2
30-Jun-21,123.9,123.9,121.65,122.1,122.7989163,1870738,9220,229724599,291537,15.58,2.25,-1.8
01-Jul-21,123.15,123.15,121,121.35,121.6152007,1362505,7162,165701319,278027,20.41,2.15,-1.8
02-Jul-21,121.35,122.6,120.7,120.95,121.6507257,3245461,18751,394812686,784444,24.17,1.9,-0.4
05-Jul-21,122.3,126.9,121.8,125.9,125.3295583,8006617,52096,1003465772,3528078,44.06,5.1,3.6
06-Jul-21,126.45,126.5,122,123,124.8968971,4081446,28931,509759941,1325083,32.47,4.5,-3.45
07-Jul-21,123,124.5,122.15,123.85,123.3473442,1540475,7736,190013500,251414,16.32,2.35,0.85
08-Jul-21,124.2,126.8,122.5,123.35,124.6780252,3407925,20613,424893359,915516,26.86,4.3,-0.85
09-Jul-21,123.2,124.9,121.8,124.5,123.85681,1795467,10636,222380815,312716,17.42,3.1,1.3
12-Jul-21,126.4,126.4,123.5,123.8,124.6409402,2358017,19455,293905456,759760,32.22,2.9,-2.6
13-Jul-21,124.3,125.3,122.95,124,124.2105721,1144183,6861,142119625,263388,23.02,2.35,-0.3
14-Jul-21,125.2,126.05,124.1,124.6,124.8650136,1746865,8349,218122322,278669,15.95,1.95,-0.6
15-Jul-21,125.05,126.45,124.15,124.4,125.0913513,3076388,19298,384829532,1214052,39.46,2.3,-0.65
16-Jul-21,125.5,125.5,123.65,124.15,124.2177954,896378,6145,111346099,274076,30.58,1.85,-1.35
19-Jul-21,126.65,128.4,124.65,125.75,126.9436586,4681992,25140,594349194,1039440,22.2,3.75,-0.9
20-Jul-21,125.95,126.35,121.2,121.75,123.6667667,4926717,19947,609271162,824710,16.74,5.15,-4.2
22-Jul-21,123.75,124.35,122.4,123.65,123.1118544,1521326,10637,187293265,405369,26.65,1.95,-0.1
23-Jul-21,125,125.45,122.6,122.9,124.0235564,1301725,8959,161444564,325741,25.02,2.85,-2.1
26-Jul-21,123.4,123.75,122.1,122.65,122.9580603,1109950,7891,136477299,235195,21.19,1.65,-0.75
27-Jul-21,122.65,123.75,120.25,121.1,121.9781704,2199585,21379,268301354,685789,31.18,3.5,-1.55
28-Jul-21,121.8,121.8,118.4,120.4,120.1093297,1633746,9579,196228137,361772,22.14,3.4,-1.4
29-Jul-21,120.55,123.95,120.55,122.8,122.1193356,2239131,14699,273441190,790879,35.32,3.4,2.25
30-Jul-21,122.55,126.6,122.35,125,125.0580901,4011403,29281,501658398,2195345,54.73,4.25,2.45
02-Aug-21,126.7,133.95,125.5,133.45,130.880464,6690928,31218,875711761,1562653,23.35,8.45,6.75
03-Aug-21,134.45,135.55,132.2,132.55,133.5836863,3853479,20692,514761930,821200,21.31,3.35,-1.9
04-Aug-21,133.35,134.65,130.1,131.65,132.3067617,2612200,12374,345611723,462945,17.72,4.55,-1.7
05-Aug-21,132.35,135.4,129.55,134.55,132.3381542,3760048,25696,497597812,1559361,41.47,5.85,2.2
06-Aug-21,135.4,136.8,134.3,135.15,135.6971117,6047682,37221,820652980,1604459,26.53,2.5,-0.25
09-Aug-21,137.9,137.9,130.35,132.05,132.5087549,4299689,23160,569746436,1151054,26.77,7.55,-5.85
10-Aug-21,132.7,133.8,127.1,130.05,131.1446886,3633983,26574,476577569,1056602,29.08,6.7,-2.65
11-Aug-21,130.25,131.65,126.55,129.5,128.7074257,1921382,10385,247296131,249949,13.01,5.1,-0.75
12-Aug-21,130.45,134.2,130,133.65,132.180727,1773996,9442,234488081,267174,15.06,4.2,3.2
13-Aug-21,134.4,134.6,132,132.55,133.4555957,2284903,18409,304933091,759894,33.26,2.6,-1.85
16-Aug-21,132.75,134.1,131.7,132.05,132.6671239,1240792,7540,164612306,277899,22.4,2.4,-0.7
17-Aug-21,132.4,133,128.55,131.05,130.817497,1518561,8661,198654349,288085,18.97,4.45,-1.35
18-Aug-21,131.95,131.95,130.1,130.4,130.7691177,969260,5776,126749275,178609,18.43,1.85,-1.55
20-Aug-21,129.4,130.25,125.3,126.4,128.3499668,2383612,18399,305936521,979982,41.11,4.95,-3
23-Aug-21,126.4,127.85,121.75,124.95,124.7068455,3962945,36790,494206370,1480648,37.36,6.1,-1.45
24-Aug-21,125,126.6,123.7,125.9,124.9352418,2267111,25911,283242061,763565,33.68,2.9,0.9
25-Aug-21,126.4,127.5,125.5,126.1,126.7436537,2196439,18319,278384704,1228073,55.91,2,-0.3
26-Aug-21,126.75,126.75,124.55,125.7,125.5066594,1732369,15552,217423846,784629,45.29,2.2,-1.05
27-Aug-21,126.25,127.6,125.2,127.2,126.8135142,1904365,16521,241499218,731601,38.42,2.4,0.95
30-Aug-21,128.2,130.1,128.05,129.1,129.0204979,1145144,7696,147747049,323538,28.25,2.05,0.9
31-Aug-21,131.4,131.4,128.25,129.05,129.1825229,1861920,13355,240527523,853222,45.82,3.15,-2.35
01-Sep-21,129.7,134.25,128.7,133.4,131.7586955,3314447,24263,436707213,1573817,47.48,5.55,3.7
02-Sep-21,134.45,134.75,132.65,133.6,133.614026,2461881,11649,328941832,1235268,50.18,2.1,-0.85
03-Sep-21,134.4,135.4,133.25,133.85,134.1302834,2629714,25605,352724284,1078910,41.03,2.15,-0.55
06-Sep-21,134.55,134.65,131.95,132.15,133.2092495,2284264,17974,304285093,1160915,50.82,2.7,-2.4
07-Sep-21,132.5,132.5,129.3,130.05,131.1152486,2671261,25223,350243050,1580464,59.17,3.2,-2.45
08-Sep-21,130.9,133.45,129.5,133.2,131.9945987,2171159,19487,286581261,875684,40.33,3.95,2.3
09-Sep-21,133.3,134.3,131.75,132.75,132.8163668,1508235,8792,200318293,570526,37.83,2.55,-0.55
13-Sep-21,133,133,130.4,131,131.1687445,1578635,19715,207067571,687143,43.53,2.6,-2
14-Sep-21,131.8,133.25,131.35,133,132.3691932,866763,7845,114732719,278237,32.1,1.9,1.2
15-Sep-21,133.25,142.3,132.95,139.95,139.6650229,8251325,60103,1152421495,3248067,39.36,9.35,6.7
16-Sep-21,140.45,142,138.5,140.25,139.9445245,1749277,15093,244801738,452720,25.88,3.5,-0.2
17-Sep-21,140.75,141.45,136.1,137.9,138.5300804,2895519,27535,401116480,1040131,35.92,5.35,-2.85
20-Sep-21,137.8,139.35,133.35,134.45,136.9117554,2619153,28108,358592835,794344,30.33,6,-3.35
21-Sep-21,134.9,136.3,131.2,135.85,133.9629586,3371551,33354,451662947,1034370,30.68,5.1,0.95
22-Sep-21,137.3,139.6,136.4,137.8,137.9913322,2503517,21879,345463646,904363,36.12,3.2,0.5
23-Sep-21,139.45,144.9,138.9,143.65,142.7472795,2812285,19602,401446033,777750,27.66,6,4.2
24-Sep-21,145,145.4,138.75,139.1,143.1701403,13584558,32432,1944903075,11783894,86.74,6.65,-5.9
27-Sep-21,139.4,140.9,136.75,138.75,138.2885155,1940097,25881,268293134,641065,33.04,4.15,-0.65
28-Sep-21,140.2,142.8,139.1,140.05,140.8263157,3533370,27462,497591479,882633,24.98,3.7,-0.15
29-Sep-21,139.95,155.2,138.8,151.65,149.8155316,14027185,89317,2101490177,4397209,31.35,16.4,11.7
30-Sep-21,152.7,161.15,151.25,158.7,156.5640557,10597602,70127,1659203550,1874469,17.69,9.9,6
01-Oct-21,158.95,165,156.6,163.75,161.024914,7594339,38158,1222877784,940657,12.39,8.4,4.8
04-Oct-21,166.45,172.5,164,168.65,168.5610616,6945731,43178,1170779791,1526582,21.98,8.5,2.2
05-Oct-21,169.05,184.8,168.35,179.35,178.7054086,17254901,114427,3083544134,2962945,17.17,16.45,10.3
06-Oct-21,183.7,183.7,172.75,175.9,176.9789763,8284841,54011,1466242679,1677474,20.25,10.95,-7.8
07-Oct-21,178.65,184,176.9,177.8,180.2566491,5306093,35847,956458544,1256386,23.68,7.1,-0.85
08-Oct-21,181.2,181.2,175,176.9,177.1822212,4838164,51272,857236644,1527086,31.56,6.2,-4.3
11-Oct-21,178.45,193.7,177.1,191.55,188.248673,14225237,118678,2677881989,4014384,28.22,16.6,13.1
12-Oct-21,195,198.7,189.85,195.8,194.4789357,11176901,94265,2173671811,2605387,23.31,8.85,0.8
13-Oct-21,201.9,232.4,200,224.15,218.6250428,23243319,153286,5081571612,3559828,15.32,32.4,22.25
14-Oct-21,235.1,236.25,220.7,222.45,225.3731519,10485773,83183,2363211711,2176103,20.75,15.55,-12.65
18-Oct-21,232,264.55,223.2,257.25,252.7783075,21198652,184644,5358559373,3233921,15.26,41.35,25.25
19-Oct-21,269.7,269.7,218.75,230.55,244.961622,18632205,163726,4564175158,4521716,24.27,50.95,-39.15
20-Oct-21,225,236.4,217.35,230.45,228.1371894,24263982,210356,5535516656,4732077,19.5,19.05,5.45
21-Oct-21,234,234.45,220.55,226.05,227.8369343,11720700,117442,2670408356,2139251,18.25,13.9,-7.95
22-Oct-21,228.75,233.85,216.1,222.15,224.2829104,8300717,67777,1861708967,994400,11.98,17.75,-6.6
25-Oct-21,225,225,208,213.6,214.2626454,12059781,131376,2583960580,2690633,22.31,17,-11.4
26-Oct-21,215,232.4,214.4,225.35,225.7796404,9855758,63264,2225229497,1826766,18.54,18,10.35
27-Oct-21,231.5,232.85,222.6,224.15,227.4226188,8403726,71222,1911197375,1488291,17.71,10.25,-7.35
28-Oct-21,225.15,225.15,216.75,218.05,220.0553339,5166836,37885,1136989821,792395,15.34,8.4,-7.1
29-Oct-21,210,217.75,201.2,214.25,211.5597076,13960052,122131,2953384519,2125317,15.22,16.55,4.25
01-Nov-21,219.8,225.15,214.4,223.05,219.0933864,4331221,32827,948941876,784948,18.12,10.75,3.25
02-Nov-21,227.5,234.95,227.25,228.45,230.5460093,9937198,84961,2290981343,2571945,25.88,7.7,0.95
03-Nov-21,230.2,231,226.3,228.7,228.4496169,4513743,27214,1031162859,1128594,25,4.7,-1.5
04-Nov-21,232.9,233.35,230.7,231.35,231.7217535,1095942,24036,253953602,590953,53.92,2.65,-1.55
08-Nov-21,233.2,235.7,228.8,234.55,233.0668414,3395230,27538,791315532,572364,16.86,6.9,1.35
09-Nov-21,237.1,248,234.7,242,243.4225311,11798133,102298,2871931397,3530830,29.93,13.3,4.9
10-Nov-21,241.9,241.9,236.35,237,238.2848746,5945571,62084,1416739640,1453620,24.45,5.55,-4.9
11-Nov-21,237.9,241.25,235.55,239.8,238.5385638,6131047,51704,1462491146,1450433,23.66,5.7,1.9
12-Nov-21,242,242.5,236,239.95,238.7314523,4581376,45434,1093718546,1094534,23.89,6.5,-2.05
