Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-Nov-21,242,244,239.45,241.65,241.6470352,4743354,44705,1146217431,1892113,39.89,4.55,-0.35
16-Nov-21,243.15,247.5,241.4,244.35,245.3015592,6035504,56858,1480518542,2287500,37.9,6.1,1.2
17-Nov-21,245.9,252.5,243.15,249.9,249.7583116,4265570,32060,1065361561,754434,17.69,9.35,4
18-Nov-21,250.6,252.2,232.45,236.95,239.5765704,9489188,108948,2273387117,2407329,25.37,19.75,-13.65
22-Nov-21,239.9,239.9,224.15,227.6,228.906622,5127972,47863,1173826748,989283,19.29,15.75,-12.3
23-Nov-21,224.5,237.8,222.05,236.95,233.2574427,4419085,32249,1030784466,520881,11.79,15.75,12.45
24-Nov-21,240,246.65,237.45,238.9,243.232413,5303429,40589,1289965833,1395859,26.32,9.2,-1.1
25-Nov-21,239.8,244.3,234,242.85,239.298189,5243402,49037,1254736603,1595644,30.43,10.3,3.05
26-Nov-21,237.55,240.25,225.85,227.3,231.3740124,9768642,126207,2260209895,3443644,35.25,14.4,-10.25
29-Nov-21,224.15,226.8,213.3,218.65,221.1066295,6911083,45005,1528086268,1595383,23.08,13.5,-5.5
30-Nov-21,222.5,228.2,213.2,216.8,222.3481263,8069591,74087,1794258439,2194490,27.19,15,-5.7
01-Dec-21,220,227.35,215.05,225.2,220.2524276,6494457,60036,1430419920,1286535,19.81,12.3,5.2
02-Dec-21,231.9,231.9,221.25,226.35,224.816864,5476547,35093,1231220122,1205147,22.01,10.65,-5.55
03-Dec-21,226.85,228.35,224.4,225.6,226.1242794,3057835,20790,691450736,359140,11.74,3.95,-1.25
06-Dec-21,225.3,226.5,220.2,220.9,223.487196,3731831,44493,834016446,1056145,28.3,6.3,-4.4
07-Dec-21,223.5,227.7,222.7,226.4,224.8065996,3388732,36285,761809318,1110128,32.76,5,2.9
08-Dec-21,228.35,230.8,227,229.35,228.5792468,2245675,16072,513314700,454775,20.25,3.8,1
09-Dec-21,230,231,226.85,227.65,228.2967366,1891344,12535,431787663,577004,30.51,4.15,-2.35
10-Dec-21,226,229.8,225.5,227.85,227.657013,1440460,11285,327930821,244657,16.98,4.3,1.85
13-Dec-21,230.1,236.55,229.1,230.2,233.1615161,2606025,18319,607624740,597862,22.94,7.45,0.1
14-Dec-21,230.4,230.4,225.65,229.05,227.9407238,1471113,13326,335326562,312722,21.26,4.75,-1.35
15-Dec-21,229.15,232.3,227,227.9,229.7622156,2402500,25572,552003723,745564,31.03,5.3,-1.25
16-Dec-21,230.1,230.15,219.25,221.95,222.6418721,4514077,58407,1005022554,1433331,31.75,10.9,-8.15
17-Dec-21,222.9,222.9,214,215.8,216.7218824,4688485,82502,1016097295,1539753,32.84,8.9,-7.1
20-Dec-21,210.65,211.85,202.8,209.1,207.732672,6291941,109595,1307041716,2004086,31.85,9.05,-1.55
21-Dec-21,212.5,216.2,209.8,211.95,213.4761284,3266770,42988,697377412,748688,22.92,6.4,-0.55
22-Dec-21,214.95,218.55,212.9,218,215.5280314,2361123,27005,508888192,819097,34.69,5.65,3.05
23-Dec-21,220.3,221.25,217.4,218,219.1688496,2020609,23579,442854550,671043,33.21,3.85,-2.3
24-Dec-21,219.4,219.45,214.15,216.85,216.0082347,1262336,10969,272674971,189587,15.02,5.3,-2.55
27-Dec-21,216.25,217.75,213.75,217.35,215.9952461,1938613,24769,418731192,616471,31.8,4,1.1
28-Dec-21,219,222.2,218.3,221.55,220.5812089,2441962,25386,538650930,1004780,41.15,3.9,2.55
29-Dec-21,221.3,223.2,218.9,219.4,220.934607,1087517,9167,240270141,240228,22.09,4.3,-1.9
30-Dec-21,219.15,221.05,217.1,218.35,218.9124493,972100,8242,212804792,200686,20.64,3.95,-0.8
31-Dec-21,218.55,221.95,218.4,220.9,220.6914846,1636408,20412,361141311,743892,45.46,3.55,2.35
03-Jan-22,221.4,223.95,216.1,223.35,221.6135609,1187486,12562,263163001,274073,23.08,7.85,1.95
04-Jan-22,224.8,228.4,221,226.25,224.8284497,1835881,15313,412758279,368828,20.09,7.4,1.45
05-Jan-22,226.3,226.65,223.05,223.55,224.1211263,1253469,10939,280928884,286117,22.83,3.6,-2.75
06-Jan-22,220.2,229.7,219.7,228.4,225.1272429,3582629,38751,806547389,1828362,51.03,10,8.2
07-Jan-22,230.5,232.9,227.15,229.7,230.1388581,2133329,18610,490961900,558304,26.17,5.75,-0.8
10-Jan-22,231.3,233.45,230.4,231.7,231.8950325,1451869,14839,336681209,401194,27.63,3.05,0.4
11-Jan-22,233,236.7,231.9,233.1,234.0122206,1851461,15967,433264500,436661,23.58,4.8,0.1
12-Jan-22,235.1,239.6,234.35,237.65,237.1116865,3518599,37944,834300943,1782350,50.66,5.25,2.55
13-Jan-22,239.2,246.6,236.5,245.25,241.004863,3579481,21745,862672328,589992,16.48,10.1,6.05
14-Jan-22,243.95,248.5,242.5,244.2,245.9836703,2250623,19498,553616506,529120,23.51,6,0.25
17-Jan-22,245.95,249.25,245.2,247.85,247.55527,1545585,16244,382617712,424051,27.44,4.05,1.9
18-Jan-22,250.2,250.6,237.85,239.05,244.8678568,4163832,52640,1019588618,1752888,42.1,12.75,-11.15
19-Jan-22,238.65,249.75,236.35,248.5,241.7195176,2745734,20271,663697498,385208,14.03,13.4,9.85
20-Jan-22,250,252.05,245.2,248.65,248.4801005,3993976,42513,992423558,1498425,37.52,6.85,-1.35
21-Jan-22,245.55,250.75,238.55,242.05,245.6955889,3983061,46841,978620518,1224993,30.76,12.2,-3.5
24-Jan-22,242.1,243.85,226.7,229.55,233.3121542,6200425,95012,1446634514,1942060,31.32,17.15,-12.55
25-Jan-22,226.05,240.85,222.8,238.85,233.6505833,4610573,58673,1077263071,1073829,23.29,18.05,12.8
27-Jan-22,235.6,242.25,232.65,241.05,236.8243067,4014337,47294,950692577,931666,23.21,9.6,5.45
28-Jan-22,244.3,249.9,242.9,244.05,246.5722374,3940148,42348,971531108,1584491,40.21,7,-0.25
31-Jan-22,247.9,249.5,245.25,246.05,247.353664,2895927,31811,716318154,917587,31.69,4.25,-1.85
01-Feb-22,249.9,256.3,244.7,249.8,251.0318625,8929863,81225,2241680141,2740294,30.69,11.6,-0.1
02-Feb-22,251.9,255,249.3,250.6,251.5461651,1929770,17393,485426243,604459,31.32,5.7,-1.3
03-Feb-22,250.85,254.3,249.3,252.85,251.5336725,3307431,34065,831930266,1325817,40.09,5,2
04-Feb-22,253.5,257.85,253,254.35,255.5420965,4189835,41985,1070679220,1345997,32.13,4.85,0.85
07-Feb-22,256.4,256.8,250.55,251.85,253.8352619,3327669,40091,844679732,832548,25.02,6.25,-4.55
08-Feb-22,252.7,253.75,232.7,234.75,238.1894881,8179436,128152,1948255674,2627770,32.13,21.05,-17.95
09-Feb-22,237.9,238.9,232.7,237.95,236.4641274,2758835,22999,652365511,498552,18.07,6.2,0.05
10-Feb-22,238.9,244.45,234.2,241.3,240.6239403,2950494,27412,709959492,486480,16.49,10.25,2.4
11-Feb-22,239.95,242,230.35,232.3,236.9856815,3340019,54327,791536679,1046244,31.32,11.65,-7.65
14-Feb-22,225.4,226.95,215,220.5,223.2325253,5495036,103045,1226670763,1869795,34.03,11.95,-4.9
15-Feb-22,223.3,232,218.8,230.4,224.6261983,4965154,63615,1115303667,1001286,20.17,13.2,7.1
16-Feb-22,233.4,236.75,230.25,231.4,234.1757231,3813044,42595,892922336,1204138,31.58,6.5,-2
17-Feb-22,233.5,233.8,227,227.75,230.6844702,2799606,35377,645825627,806092,28.79,6.8,-5.75
18-Feb-22,227.2,230,224.55,225.8,227.7197222,2443697,29409,556478002,634375,25.96,5.45,-1.4
21-Feb-22,224.1,227.55,222.3,225,224.8533038,2764107,33724,621518591,967367,35,5.25,0.9
22-Feb-22,210,224.7,210,222.6,221.504479,3922494,47489,868849990,1114411,28.41,14.7,12.6
23-Feb-22,226.05,226.85,220.5,221.2,223.6915654,1518912,13164,339767803,335097,22.06,6.35,-4.85
24-Feb-22,211.2,216.05,203.3,204.35,209.1180158,8646430,156061,1808124285,3128905,36.19,12.75,-6.85
25-Feb-22,208.2,221,208.2,220.05,217.9802851,6181827,67245,1347516412,1639120,26.52,12.8,11.85
28-Feb-22,217.7,224.4,214.1,223.05,219.2660961,3755733,42984,823504913,,,10.3,5.35
02-Mar-22,221.3,227.2,218.3,225.4,225.0910565,3363264,35213,757040647,1162906,34.58,8.9,4.1
03-Mar-22,229.35,230.5,225.85,226.6,227.843218,1628433,12050,371027415,223789,13.74,4.65,-2.75
04-Mar-22,225.05,226.45,220.75,221.45,223.4126057,2949511,33998,658957938,711375,24.12,5.7,-3.6
07-Mar-22,214.35,219.6,212.25,216.25,215.3745324,3780800,60063,814288032,837975,22.16,7.35,1.9
08-Mar-22,217.35,227.8,215,227,224.5862674,4815651,43178,1081529083,1529223,31.76,12.8,9.65
09-Mar-22,229.9,231.1,226.2,229.25,228.3835364,3079880,33588,703393886,1036979,33.67,4.9,-0.65
10-Mar-22,234.55,235.95,229.9,232.3,233.2153219,2966270,33838,691779613,1016494,34.27,6.05,-2.25
11-Mar-22,232.35,234.2,230.2,233.15,232.8984162,1828156,21281,425774637,801958,43.87,4,0.8
14-Mar-22,232,234.65,230.5,231.5,232.0373579,1524284,19999,353690832,640007,41.99,4.15,-0.5
15-Mar-22,231.9,233.35,225.35,227.4,229.8134274,1065698,9841,244911710,225579,21.17,8,-4.5
16-Mar-22,229.4,231.85,229.05,230.4,230.2437575,1295640,15816,298313022,524870,40.51,2.8,1
17-Mar-22,233.3,233.9,231.3,231.75,232.3805651,686776,7347,159593395,140637,20.48,2.6,-1.55
21-Mar-22,233,233.5,227.4,228,231.0376212,1552158,21311,358606892,579939,37.36,6.1,-5
22-Mar-22,229.7,231.9,226.3,231.3,229.0691412,1535322,19201,351694892,584746,38.09,5.6,1.6
23-Mar-22,232.9,237.45,231.7,234.4,235.1887343,1795694,14073,422326999,371705,20.7,5.75,1.5
24-Mar-22,234.75,241,232.85,239.55,238.5250511,3409708,36769,813300775,1633158,47.9,8.15,4.8
25-Mar-22,240,244.2,239.2,241.35,241.5821202,3261005,30479,787800502,1282737,39.34,5,1.35
28-Mar-22,242.8,243.9,237.5,239.55,240.2485593,1799856,24596,432412811,768000,42.67,6.4,-3.25
29-Mar-22,243.9,244.85,238.55,239.3,241.5952564,1072936,10672,259216248,286465,26.7,6.3,-4.6
30-Mar-22,241,244.85,237.85,241.6,241.0217998,2663049,28554,641852863,917298,34.45,7,0.6
31-Mar-22,242.55,242.85,237.95,238.85,239.6023986,761026,7975,182343655,258598,33.98,4.9,-3.7
01-Apr-22,237.4,246.25,237.2,245.4,243.6732707,3142666,34230,765783703,1950729,62.07,9.05,8
04-Apr-22,247.35,253.5,246.1,251.95,249.9204078,2603282,27573,650613299,617907,23.74,7.4,4.6
05-Apr-22,253.8,275.2,252.3,273.6,265.2507961,8322318,93099,2207501475,3422190,41.12,22.9,19.8
06-Apr-22,275.8,296.5,273,289.8,287.3315679,18202888,179894,5230264350,4175007,22.94,23.5,14
07-Apr-22,293,298,275.9,277.9,286.3141782,14506587,148445,4153441535,4925929,33.96,22.1,-15.1
08-Apr-22,280.45,283,272.85,278.15,278.1760699,5935637,61134,1651152173,1514278,25.51,10.15,-2.3
11-Apr-22,281,288.5,280.15,282.95,284.749878,4534488,49845,1291194905,1417302,31.26,8.35,1.95
12-Apr-22,283.5,283.55,271.7,275.25,276.1808599,4090305,55045,1129663952,1202381,29.4,11.85,-8.25
13-Apr-22,278.7,280.25,272.35,273.05,275.5724608,2608816,32753,718917845,737549,28.27,7.9,-5.65
18-Apr-22,269.3,269.3,252.3,257.9,259.7505672,4476477,48507,1162767440,1520582,33.97,17,-11.4
19-Apr-22,261.3,262,242.5,246.7,252.7906248,3477604,33863,879105688,885826,25.47,19.5,-14.6
20-Apr-22,249.6,255.1,246.7,249.7,251.0276496,4190265,55029,1051872374,1084606,25.88,8.4,0.1
21-Apr-22,253,260,250.75,258.8,255.8103978,4167985,43949,1066213901,1422621,34.13,9.25,5.8
22-Apr-22,258.1,259,252.3,253.25,255.7549178,1792109,15825,458340690,404270,22.56,6.7,-4.85
25-Apr-22,247.55,251.5,244.75,247.4,247.7528665,3213624,49884,796184558,1178692,36.68,6.75,-0.15
26-Apr-22,251,251.65,248.05,248.8,249.7081811,2134841,27228,533087263,714057,33.45,3.6,-2.2
27-Apr-22,248,255.15,245.55,247.3,249.6117106,1823627,16533,455198655,385960,21.16,9.6,-0.7
28-Apr-22,250.55,250.8,244.5,248.35,247.0211453,1111168,11193,274481992,210328,18.93,6.3,-2.2
29-Apr-22,250.95,253.25,240.85,242.3,247.405832,2485691,38774,614974450,717642,28.87,12.4,-8.65
02-May-22,240.1,249.6,238.35,248.5,243.917362,1611015,15985,392954529,239391,14.86,11.25,8.4
04-May-22,250.1,254,242.9,244.95,248.8403495,3581662,18176,891262024,2097693,58.57,11.1,-5.15
05-May-22,249,251.3,244.9,247.55,248.1918796,2542156,29700,630942476,737504,29.01,6.4,-1.45
06-May-22,243,246.9,240.65,245.2,243.2706757,3620170,39805,880681202,811560,22.42,6.25,2.2
09-May-22,235.35,236.75,223.05,229.9,229.1810106,6525894,106246,1495610982,1856466,28.45,13.7,-5.45
10-May-22,229.4,234.5,220.7,222.35,227.5523629,2038238,23112,463805873,504120,24.73,13.8,-7.05
11-May-22,222.5,229.75,219.55,226.55,225.109996,3801866,51457,855838040,984170,25.89,10.2,4.05
12-May-22,226,227,217,219.05,221.6281239,3314203,53667,734520593,1021028,30.81,10,-6.95
13-May-22,224.55,229.15,221.25,222.85,225.3685909,2842618,41561,640636813,654886,23.04,7.9,-1.7
16-May-22,225.7,227.65,220.35,226.65,225.5396289,2235603,26635,504217071,455675,20.38,7.3,0.95
17-May-22,229,242.4,227.75,241.25,235.5216984,3845749,41753,905757336,1073949,27.93,14.65,12.25
18-May-22,243.4,243.4,236.3,237.75,239.1113186,2554785,31506,610878010,758550,29.69,7.1,-5.65
19-May-22,229.1,232.55,226.5,228.45,229.3819057,2723434,40458,624706481,729550,26.79,6.05,-0.65
20-May-22,232.5,236,230.35,233.25,233.2837925,2095644,23330,488879780,591119,28.21,5.65,0.75
23-May-22,235.1,236,228.8,229.75,232.8551415,1829958,25076,426115129,571574,31.23,7.2,-5.35
24-May-22,230.05,231.4,224.85,227.05,228.0233308,1108362,11931,252732395,160211,14.45,6.55,-3
25-May-22,228.55,229.95,220,220.9,223.4803303,1781551,32262,398141606,591027,33.17,9.95,-7.65
26-May-22,222.4,224.35,210.25,221.4,217.1296746,3890146,55276,844666135,720234,18.51,14.1,-1
27-May-22,225.7,226.9,222.8,224.7,224.4407308,914876,9505,205335438,179555,19.63,4.1,-1
30-May-22,227.95,233.9,217.55,233.25,230.6719023,2519655,28070,581213612,915516,36.33,16.35,5.3
31-May-22,233.15,237.6,231.15,235.1,235.5057187,2683385,28024,631952513,843512,31.43,6.45,1.95
01-Jun-22,233.8,236.15,230.6,232.65,233.626326,685148,7800,160068610,157865,23.04,5.55,-1.15
02-Jun-22,232.8,235.9,231.25,234.2,233.1618049,854733,8329,199291089,140198,16.4,4.65,1.4
03-Jun-22,236.9,236.9,230.3,231.05,233.4043659,1189257,17952,277577776,419891,35.31,6.6,-5.85
06-Jun-22,231.05,233.6,227.5,232.3,231.0261865,1316518,18937,304150133,425829,32.34,6.1,1.25
07-Jun-22,230.95,235.4,229.55,234.7,233.3696838,1826948,19847,426354277,730557,39.99,5.85,3.75
08-Jun-22,233.05,236.65,231.2,233,233.9264302,1014438,14699,237303860,171707,16.93,5.45,-0.05
09-Jun-22,232.5,234.7,231.4,233,233.3199375,1142170,14251,266491033,300721,26.33,3.3,0.5
10-Jun-22,231.95,232.45,229.05,230.2,230.2674845,580714,6654,133719552,115439,19.88,3.4,-1.75
13-Jun-22,223.95,226.4,218.9,219.5,221.3630571,1002297,15411,221871528,361681,36.09,7.5,-4.45
14-Jun-22,214.95,224.4,214.8,220.45,220.6110351,1623252,27015,358107304,364309,22.44,9.6,5.5
15-Jun-22,220.7,222.4,218.4,218.9,219.8595508,1119793,23125,246197186,328300,29.32,4,-1.8
16-Jun-22,222.75,223.3,209,209.85,214.9682808,1218284,18860,261892417,353080,28.98,14.3,-12.9
17-Jun-22,209.4,214,207,210.45,210.318577,2207033,39816,464180040,656369,29.74,7,1.05
20-Jun-22,211.3,213.05,190,194.75,197.344232,5265949,108215,1039204661,1696153,32.21,23.05,-16.55
21-Jun-22,198.9,207.8,192.5,204.55,200.1916402,1813268,21145,363001095,303205,16.72,15.3,5.65
22-Jun-22,204.55,204.6,198.85,201.3,201.5950943,1684091,23437,339504484,362944,21.55,5.75,-3.25
23-Jun-22,201,204.85,198.75,202.95,202.3278831,2028424,27036,410406734,356871,17.59,6.1,1.95
24-Jun-22,205,208.75,203.8,207.85,206.1513711,1387075,20046,285947413,406313,29.29,4.95,2.85
27-Jun-22,210.3,211.6,207.75,208.05,208.9636874,811150,10863,169500895,223843,27.6,3.85,-2.25
28-Jun-22,206.6,209.05,204.95,208.7,207.2684387,594605,7355,123242850,93365,15.7,4.1,2.1
29-Jun-22,205.75,209.7,205.65,207.2,207.9090883,1036665,15640,215532075,260165,25.1,4.05,1.45
30-Jun-22,207.5,209.3,201.5,202.35,204.9403017,700573,9241,143575642,153578,21.92,7.8,-5.15
01-Jul-22,204.25,207.6,200.55,207,204.0306225,1505100,21663,307086490,401779,26.69,7.05,2.75
04-Jul-22,207.35,212.5,207.35,211.5,209.6037373,775864,8740,162623994,145095,18.7,5.15,4.15
05-Jul-22,214.7,217.1,212,212.75,214.8236578,1766469,24862,379479332,606604,34.34,5.1,-1.95
06-Jul-22,216.1,216.1,210.1,213.95,212.4550475,774829,7849,164616332,153341,19.79,6,-2.15
07-Jul-22,215.9,216.45,212.35,214.5,214.6882369,937404,11753,201249612,202187,21.57,4.1,-1.4
08-Jul-22,217.2,220.85,214.8,220.05,217.1265967,859912,9950,186709766,187838,21.84,6.05,2.85
11-Jul-22,219.25,221.85,218.2,220.8,220.7384782,1579360,24564,348625523,604479,38.27,3.65,1.55
12-Jul-22,220.25,224.2,218.8,221.45,222.3525267,1486038,23507,330424304,531582,35.77,5.4,1.2
13-Jul-22,222.25,223.3,219.95,220.85,221.4921168,652656,7717,144558159,127485,19.53,3.35,-1.4
14-Jul-22,223,223.25,219.15,221.25,221.1327709,1200225,17787,265409080,515604,42.96,4.1,-1.75
15-Jul-22,221.45,226.25,221.45,225.05,222.9850259,819214,10192,182672455,264714,32.31,4.8,3.6
18-Jul-22,226.75,228.85,225.45,227.8,225.9096654,2977442,20474,672632926,2361708,79.32,3.4,1.05
19-Jul-22,227.05,229.55,226.5,228.15,228.0665303,1074248,15845,245000014,531432,49.47,3.05,1.1
20-Jul-22,230,230.5,226.65,227.4,228.6154283,1222750,19870,279539515,512499,41.91,3.85,-2.6
21-Jul-22,226.5,230.9,226.5,230,229.2703156,843403,7792,193367272,220874,26.19,4.4,3.5
22-Jul-22,230.5,234,230.2,230.85,231.7735052,598857,7632,138799186,193713,32.35,3.8,0.35
25-Jul-22,231.4,233.25,229.5,232.5,231.5928332,1225952,16339,283921697,649913,53.01,3.75,1.1
26-Jul-22,233,233.5,225.25,226.15,229.265672,1171832,17814,268660851,521066,44.47,8.25,-6.85
27-Jul-22,221.9,223.9,215.5,217.95,218.6426507,2853922,48088,623989071,1016839,35.63,8.4,-3.95
28-Jul-22,220.85,221.45,216.9,218.15,218.9923597,1046168,11693,229102799,266626,25.49,4.55,-2.7
29-Jul-22,219.95,222.6,218.8,221.9,220.7145493,1895119,26920,418280336,798516,42.14,3.8,1.95
01-Aug-22,221.5,231.15,221.5,230.35,225.0084111,4090207,32366,920330978,3007240,73.52,9.65,8.85
02-Aug-22,231,233.5,227.35,232.6,230.3597527,1118471,11917,257650703,371007,33.17,6.15,1.6
03-Aug-22,232.3,237.4,231.05,232.45,233.5589677,1272535,15784,297211961,366084,28.77,6.35,0.15
04-Aug-22,233.95,234.95,225.3,227.7,229.6119237,923339,10450,212009644,300415,32.54,9.65,-6.25
05-Aug-22,228.95,233.1,227.7,232.1,230.5045491,1866857,23412,430319031,896015,48,5.4,3.15
08-Aug-22,231.6,232.8,227.7,228.3,230.0851597,2019546,28246,464667564,1298908,64.32,5.1,-3.3
10-Aug-22,229.15,230.3,227.2,228.45,228.5019448,720894,8495,164725681,276929,38.41,3.1,-0.7
11-Aug-22,230.45,231.4,228.35,229.45,229.870002,458084,5497,105299770,129206,28.21,3.05,-1
12-Aug-22,229.5,235.5,228.65,232.4,233.1354706,2598852,29627,605884584,1503592,57.86,6.85,2.9
16-Aug-22,232.4,237.45,231.35,236,234.0033984,2126597,30581,497630925,1151252,54.14,6.1,3.6
17-Aug-22,238.05,241.7,236.55,237.2,239.1305684,2717855,34844,649922211,1371577,50.47,5.15,-0.85
18-Aug-22,237.15,239.7,236,238,237.43552,1101807,13694,261608118,,,3.7,0.85
19-Aug-22,238.4,241.85,231.85,232.7,236.2004425,2351892,33605,555517931,1022783,43.49,10,-5.7
22-Aug-22,232.3,232.5,223,224.2,227.3104638,2674547,46168,607952519,1091475,40.81,9.5,-8.1
23-Aug-22,222.55,232.05,221.55,231.5,227.8857581,2061346,27411,469751396,765506,37.14,10.5,8.95
24-Aug-22,231.6,232.8,227.5,229.5,230.1341953,1610190,21102,370559780,714039,44.34,5.3,-2.1
25-Aug-22,230.2,233.25,228.6,229.2,231.3765974,1112570,11381,257422661,655634,58.93,4.65,-1
26-Aug-22,230.2,236.35,230.2,235.1,233.6410954,772261,9359,180431906,257704,33.37,6.15,4.9
29-Aug-22,226,233.7,226,232.7,230.7364608,1632019,24121,376566288,743241,45.54,7.7,6.7
30-Aug-22,233.7,237.5,233.7,236.9,235.8444285,1817511,25217,428649843,1169773,64.36,3.8,3.2
01-Sep-22,235.8,240.15,234.45,237.1,237.2142689,847729,11930,201093415,320055,37.75,5.7,1.3
02-Sep-22,238.1,239.5,233.3,235,237.4312479,949709,11337,225490593,,,6.2,-3.1
05-Sep-22,235.1,238.4,235.1,236.4,236.676649,733426,10027,173584808,389224,53.07,3.3,1.3
06-Sep-22,237.3,248,237.3,247.35,244.6935311,2845405,29547,696252197,1025919,36.06,10.7,10.05
07-Sep-22,247,251,245.05,246.95,247.9464876,2943376,38283,729799741,1296566,44.05,5.95,-0.05
08-Sep-22,249.45,250,243.45,244.9,245.9820628,1693576,23631,416589318,714205,42.17,6.55,-4.55
09-Sep-22,246.05,246.95,241.15,242.35,243.8886399,1440094,22979,351222567,,,5.8,-3.7
12-Sep-22,243.2,245.2,241.6,242.75,242.9389102,1780313,21822,432507300,1047511,58.84,3.6,-0.45
13-Sep-22,243,244.9,240.1,241,242.3254725,706539,9564,171212397,285484,40.41,4.8,-2
14-Sep-22,236.8,244.1,236.6,241.45,240.6300287,1219819,18730,293525081,557638,45.71,7.5,4.65
15-Sep-22,242,246.8,240,245.25,242.7647973,962944,12025,233768905,354819,36.85,6.8,3.25
16-Sep-22,247.15,247.85,232.7,236.7,240.1394509,2072306,27808,497642425,787714,38.01,15.15,-10.45
19-Sep-22,236,238,231.8,232.25,235.2976236,2730402,29923,642457102,1837283,67.29,6.2,-3.75
20-Sep-22,235.3,237.5,234.5,235.15,236.1766418,480747,7317,113541212,124191,25.83,3,-0.15
21-Sep-22,235.1,236.6,230.3,231.2,233.2387489,678311,9488,158208409,169308,24.96,6.3,-3.9
22-Sep-22,229.5,233.6,227.3,231.65,230.4397008,1442058,25728,332307414,426244,29.56,6.3,2.15
23-Sep-22,231.65,232.45,223.6,224.6,227.0526624,1544309,38873,350639470,663295,42.95,8.85,-7.05
26-Sep-22,222.6,223.45,212.35,215.55,216.5736278,3119657,74172,675635434,,,11.1,-7.05
27-Sep-22,217.05,219.9,214.4,217.45,217.0540945,1741324,31556,377961504,459090,26.36,5.5,0.4
28-Sep-22,215.35,216.85,212.95,213.85,215.5057857,606925,9614,130795849,202427,33.35,3.9,-1.5
29-Sep-22,215.8,218,210.5,212.25,213.1034165,903927,13581,192629932,374690,41.45,7.5,-3.55
30-Sep-22,211.75,217,210.2,216.5,213.8661066,1503876,26391,321628105,462680,30.77,6.8,4.75
